celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,norm_name,success_score,week1_total,week2_total,week3_total,mean_judge_w1_3,fan_w1,fan_w2,fan_w3,mean_fan_w1_3,judge_slope,fan_slope,age,industry,partner,country,homestate,industry_b,partner_b
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,wanya morris,0.7272727272727273,23.0,24.0,24.0,23.666666666666668,0.1171489693020458,0.1181445396017874,0.1185603003024423,0.11795126973542518,0.5000000000000009,0.0007056655001982615,42,Singer/Rapper,Lindsay Arnold,United States,Pennsylvania,Singer/Rapper,Other
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7.0,7.0,7.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,marla maples,0.18181818181818177,21.0,20.0,21.0,20.666666666666668,0.086866464369956,0.0868799026380856,0.0869243362496436,0.08689023441922838,1.588821858078255e-15,2.893593984378642e-05,52,TV Personality,Tony Dovolani,United States,Georgia,TV Personality,Tony Dovolani
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,jake t austin,0.0,22.0,24.0,,23.0,0.0547156338298424,0.0481456915759781,0.0327248037490601,0.045195376384960205,2.0,-0.010995415040391152,21,Actor/Actress,Jenna Johnson,United States,New York,Actor/Actress,Other
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,7.0,8.0,8.0,8.5,8.0,8.0,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,maureen mccormick,0.41666666666666663,22.0,26.0,28.0,25.333333333333332,0.0706437473900915,0.0670925935333601,0.068522416291405,0.06875291907161886,3.0,-0.0010606655493432516,60,Actor/Actress,Artem Chigvintsev,United States,California,Actor/Actress,Other
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,8.0,7.5,8.0,8.5,8.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,marilu henner,0.5833333333333333,27.0,27.0,28.0,27.333333333333332,0.0673237222196111,0.0664272691889672,0.0678429130959796,0.06719796816818596,0.5000000000000009,0.0002595954381842454,64,Actor/Actress,Derek Hough,United States,Illinois,Actor/Actress,Derek Hough
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,7.0,8.5,8.0,8.0,8.5,8.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,ryan lochte,0.5,24.0,24.0,25.0,24.333333333333332,0.0838202088785261,0.073755554711285,0.0721117182220442,0.0765624939372851,0.5000000000000024,-0.0058542453282409606,32,Athlete,Cheryl Burke,United States,New York,Athlete,Cheryl Burke
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,10.0,10.0,,9.0,9.0,10.0,9.0,9.0,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,calvin johnson jr,0.8333333333333334,26.0,28.0,32.0,28.666666666666668,0.0924716207749921,0.0947903610755618,0.1026088699024748,0.09662361725100956,2.999999999999998,0.005068624563741337,30,Athlete,Lindsay Arnold,United States,Georgia,Athlete,Other
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,8.0,9.0,8.0,,9.0,9.0,9.0,10.0,8.0,8.5,9.0,9.0,11.0,11.0,11.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,9.6666,10.0,9.6666,10.0,laurie hernandez,1.0,31.0,32.0,31.0,31.333333333333332,0.100975887068009,0.1205821707824562,0.1286435941746266,0.11673388400836393,3.17764371615651e-15,0.01383385355330879,16,Athlete,Valentin Chmerkovskiy,United States,New Jersey,Athlete,Valentin Chmerkovskiy
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,amber rose,0.33333333333333337,24.0,24.0,25.0,24.333333333333332,0.0760642702810294,0.066930905128342,0.0654391739016084,0.06947811643699327,0.5000000000000024,-0.0053125481897105045,32,Model,Maksim Chmerkoskiy,United States,Pennsylvania,Model,Maksim Chmerkoskiy
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,rick perry,0.08333333333333337,20.0,22.0,23.0,21.666666666666668,0.0901053864787492,0.0734584723030135,0.0697624433968833,0.07777543405954868,1.4999999999999971,-0.01017147154093296,66,Politician,Emma Slater,United States,Texas,Other,Emma Slater
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,,10.0,9.0,10.0,,10.0,9.0,9.0,10.0,9.5,9.0,9.0,9.5,11.6666,11.6666,11.6666,,9.0,9.0,9.0,9.0,9.5,10.0,10.0,,9.6666,9.6666,9.6666,10.0,james hinchcliffe,0.9166666666666666,31.0,29.0,29.0,29.666666666666668,0.101020477912427,0.1075827285726316,0.1114849653344058,0.10669605727315479,-1.0000000000000018,0.005232243710989399,29,Racing Driver,Sharna Burgess,Canada,Unknown,Other,Sharna Burgess
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,babyface,0.16666666666666663,26.0,30.0,25.0,27.0,0.0562218150144105,0.0622035865762308,0.0608172160747015,0.059747539221780936,-0.4999999999999961,0.0022977005301455006,57,Singer/Rapper,Allison Holker,United States,Indiana,Singer/Rapper,Other
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,vanilla ice,0.25,25.0,26.0,23.0,24.666666666666668,0.0677933299920262,0.064385462287437,0.0611459376650449,0.06444157664816937,-1.0000000000000002,-0.0033236961634906643,48,Singer/Rapper,Witney Carson,United States,Texas,Singer/Rapper,Witney Carson
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,jana kramer,0.75,27.0,29.0,26.0,27.333333333333332,0.0585684619716742,0.0623730463112372,0.0618762129158686,0.06093924039959333,-0.4999999999999993,0.0016538754720972005,32,Singer/Rapper,Gleb Savchenko,United States,Michigan,Singer/Rapper,Other
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,0.0,0.0,0.0,0.0,terra jole,0.6666666666666667,25.0,31.0,30.0,28.666666666666668,0.0802754381886109,0.0922721579534991,0.0970197352758969,0.08985577713933564,2.4999999999999964,0.008372148543643008,36,TV Personality,Sasha Farber,United States,Texas,TV Personality,Other
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,charo,0.09090909090909094,21.0,25.0,24.0,23.333333333333332,0.0739664897641892,0.073642428080873,0.0735408715593375,0.07371659646813324,1.4999999999999996,-0.00021280910242584667,66,Actor/Actress,Keo Motsepe,Spain,Unknown,Actor/Actress,Other
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,mr t,0.18181818181818177,20.0,22.0,24.0,22.0,0.0956458024905055,0.0946699395408158,0.0945393850492776,0.0949517090268663,2.0000000000000004,-0.0005532087206139664,64,Actor/Actress,Kym Herjavec,United States,Illinois,Actor/Actress,Other
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.5,9.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,heather morris,0.36363636363636365,28.0,30.0,33.0,30.333333333333332,0.0564084011748766,0.0567128828710795,0.0570008265245034,0.05670737019015317,2.4999999999999996,0.0002962126748133902,30,Actor/Actress,Maksim Chmerkoskiy,United States,California,Actor/Actress,Maksim Chmerkoskiy
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.0,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,nancy kerrigan,0.4545454545454546,28.0,28.0,33.0,29.666666666666668,0.0659994183648938,0.0660967498681099,0.0664323374572602,0.06617616856342129,2.4999999999999996,0.0002164595461832008,47,Athlete,Artem Chigvintsev,United States,Massachusetts,Athlete,Other
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6.0,5.0,5.0,6.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,bonner bolton,0.6363636363636364,22.0,28.0,24.0,24.666666666666668,0.0699546116954845,0.0700577760518061,0.0699611629412971,0.06999118356286256,1.0000000000000002,3.2756229062999364e-06,29,Athlete,Sharna Burgess,United States,Texas,Athlete,Sharna Burgess
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.5,8.5,8.5,9.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,simone biles,0.7272727272727273,32.0,29.0,32.0,31.0,0.0953078723734715,0.0956351932451175,0.0960519521348224,0.0956650059178038,-4.766465574234765e-15,0.0003720398806754457,20,Athlete,Sasha Farber,United States,Ohio,Athlete,Other
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.5,8.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0,9.0,9.3333,9.0,,,,,david ross,0.9090909090909091,28.0,27.0,31.0,28.666666666666668,0.1003174039380989,0.1002691451988701,0.1006340139884373,0.10040685437513543,1.499999999999998,0.00015830502516920558,40,Athlete,Lindsay Arnold,United States,Georgia,Athlete,Other
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,rashad jennings,1.0,31.0,32.0,28.0,30.333333333333332,0.0975573673429396,0.0984681873428622,0.0986144388760841,0.0982133311872953,-1.500000000000001,0.0005285357665722514,32,Athlete,Emma Slater,United States,Virginia,Athlete,Emma Slater
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,chris kattan,0.0,17.0,22.0,,19.5,0.0920690670838143,0.091129697147653,0.0894534823505533,0.09088408219400686,4.999999999999995,-0.0013077923666305034,46,Comedian,Witney Carson,United States,California,Comedian,Witney Carson
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,erika jayne,0.2727272727272727,24.0,28.0,26.0,26.0,0.1042067647870689,0.104360441915039,0.1043658773619318,0.10431102802134656,1.0000000000000018,7.9556287431442e-05,45,Singer/Rapper,Gleb Savchenko,United States,Georgia,Singer/Rapper,Other
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.5,8.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.6666,9.6666,10.0,,,,,normani,0.8181818181818181,27.0,32.0,34.0,31.0,0.0759367304255992,0.0766456947476605,0.0770900215184702,0.07655748223057664,3.499999999999997,0.0005766455464355042,20,Singer/Rapper,Valentin Chmerkovskiy,United States,Georgia,Singer/Rapper,Valentin Chmerkovskiy
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,nick viall,0.5454545454545454,24.0,25.0,26.0,25.0,0.0726300705590575,0.0723118639901128,0.0723156302380247,0.07241918826239833,1.0000000000000002,-0.00015722016051639552,36,TV Personality,Peta Murgatroyd,United States,Wisconsin,TV Personality,Peta Murgatroyd
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,sasha pieterse,0.25,18.0,22.5,19.0,19.833333333333332,0.0694202361203396,0.0741977395298565,0.0727395004764364,0.0721191587088775,0.4999999999999993,0.001659632178048395,21,Actor/Actress,Gleb Savchenko,South Africa,Unknown,Actor/Actress,Other
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7.0,6.0,6.0,,8.0,7.5,8.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,9.0,8.5,9.0,,8.5,8.0,9.0,,9.7777,9.3333,9.7777,10.0,,,,,frankie muniz,0.8333333333333334,19.0,24.0,21.0,21.333333333333332,0.0775993979134286,0.0897930891863299,0.0904656584544466,0.08595271518473503,0.9999999999999986,0.006433130270508994,31,Actor/Actress,Witney Carson,United States,New Jersey,Actor/Actress,Witney Carson
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,jordan fisher,1.0,22.0,24.0,25.0,23.666666666666668,0.1041070044972988,0.1204660060658785,0.1281822052547632,0.1175850719393135,1.4999999999999996,0.012037600378732183,23,Actor/Actress,Lindsay Arnold,United States,Alabama,Actor/Actress,Other
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6.0,6.0,6.0,,6.5,6.0,6.5,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,derek fisher,0.16666666666666663,18.0,19.0,21.0,19.333333333333332,0.0673054779425623,0.0597725424643603,0.0602202514751875,0.062432757294036696,1.5000000000000004,-0.003542613233687404,43,Athlete,Sharna Burgess,United States,Arkansas,Athlete,Sharna Burgess
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7.0,7.0,6.0,,6.5,6.5,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,nikki bella,0.41666666666666663,20.0,19.5,21.0,20.166666666666668,0.0812373275493014,0.0740798798325034,0.0746347538324137,0.07665065373807284,0.4999999999999993,-0.003301286858443848,33,Athlete,Artem Chigvintsev,United States,California,Athlete,Other
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,terrell owens,0.5833333333333333,15.0,19.5,21.0,18.5,0.0739961124679699,0.067476654945018,0.0679820693910803,0.0698182789346894,3.0,-0.003007021538444803,43,Athlete,Cheryl Burke,United States,Alabama,Athlete,Cheryl Burke
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7.0,6.0,6.0,,7.5,7.0,7.5,,8.0,7.0,7.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,7.0,8.0,9.5,9.5,9.5,,8.0,8.0,8.0,,9.0,9.5,9.5,,0.0,0.0,0.0,0.0,,,,,victoria arlen,0.6666666666666667,19.0,22.0,22.0,21.0,0.0851601079606434,0.0886436166351285,0.0905354991296848,0.08811307457515223,1.499999999999999,0.0026876955845206887,22,Athlete,Valentin Chmerkovskiy,United States,New Hamshire,Athlete,Valentin Chmerkovskiy
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,barbara corcoran,0.0,14.0,17.0,,15.5,0.0773317264527335,0.0617782674930609,0.0467233534131195,0.06194444911963797,2.9999999999999982,-0.015304186519806999,68,Entrepreneur,Keo Motsepe,United States,New Jersey,Other,Other
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,lindsey stirling,0.9166666666666666,22.0,22.5,27.0,23.833333333333332,0.0831635116317798,0.0888868278083409,0.0971990074362144,0.08974978229211171,2.4999999999999982,0.007017747902217307,31,Musician,Mark Ballas,United States,California,Other,Mark Ballas
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,debbie gibson,0.08333333333333337,17.0,20.5,,18.75,0.0410979796433973,0.0395140698092445,0.0298847786350658,0.03683227602923587,3.4999999999999982,-0.005606600504165752,47,Singer/Rapper,Alan Bersten,United States,New York,Singer/Rapper,Other
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,nick lachey,0.33333333333333337,18.0,19.0,21.0,19.333333333333332,0.0923500057446735,0.0820140471280527,0.0826283497225179,0.08566413419841472,1.5000000000000004,-0.004860828011077798,43,Singer/Rapper,Peta Murgatroyd,United States,Kentucky,Singer/Rapper,Peta Murgatroyd
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,drew scott,0.75,16.0,20.5,23.0,19.833333333333332,0.0757892810863875,0.0728683738136287,0.0754468494241788,0.07470150144139832,3.499999999999999,-0.00017121583110435098,39,TV Personality,Emma Slater,Canada,Unknown,TV Personality,Emma Slater
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,vanessa lachey,0.5,21.0,23.5,23.0,22.5,0.0714418309894839,0.0805088852885965,0.0833577233548907,0.0784361465443237,0.9999999999999986,0.005957946182703395,36,TV Personality,Maksim Chmerkoskiy,Philippines,Unknown,TV Personality,Maksim Chmerkoskiy
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6.0,7.0,6.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamie anderson,0.0,19.0,,,19.0,0.0876116320919219,0.0688587137411551,0.0,0.052156781944359,,-0.04380581604596094,27,Athlete,Artem Chigvintsev,United States,California,Athlete,Other
