celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_total,week2_judge_total,week3_judge_total,week4_judge_total,week5_judge_total,week6_judge_total,week7_judge_total,week8_judge_total,week9_judge_total,week10_judge_total,week11_judge_total,weeks_danced,judge_avg_week_total,judge_sum_week_total,judge_max_week_total,judge_avg_first3_total,season_cast_size,placement_pct,edits_total_to_cutoff,log_edits,wiki_title,pageid,has_wiki_ok
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,27.0,29.0,26.0,23.0,26.0,40.0,34.5,30.0,40.0,29.0,35.5,11,30.90909090909091,340.0,40.0,27.333333333333332,13,0.25,888.0,6.790097235513905,Jana Kramer,23486950.0,True
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,0.0,0.0,0.0,0.0,25.0,31.0,30.0,25.0,27.0,30.0,34.5,24.0,38.0,30.0,0.0,10,29.45,294.5,38.0,28.666666666666668,13,0.3333333333333333,0.0,0.0,Terra Jolé,52051491.0,True
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,23.333333333333332,70.0,25.0,23.333333333333332,12,0.9090909090909091,1218.0,7.105786129481271,Charo,169281.0,True
Mr. T,Kym Herjavec,Actor/Actress,Illinois,United States,64,24,Eliminated Week 4,10,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,20.0,22.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,23.5,94.0,28.0,22.0,12,0.8181818181818182,5523.0,8.616857514529183,Mr. T,19019.0,True
Heather Morris,Maksim Chmerkoskiy,Actor/Actress,California,United States,30,24,Eliminated Week 6,8,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,9.5,9.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,28.0,30.0,33.0,35.0,34.0,37.0,0.0,0.0,0.0,0.0,,6,32.833333333333336,197.0,37.0,30.333333333333332,12,0.6363636363636364,1308.0,7.1770187659099,Heather Morris,25727676.0,True
Nancy Kerrigan,Artem Chigvintsev,Athlete,Massachusetts,United States,47,24,Eliminated Week 7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.0,8.5,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,28.0,28.0,33.0,33.0,36.0,33.5,36.0,0.0,0.0,0.0,,7,32.5,227.5,36.0,29.666666666666668,12,0.5454545454545454,944.0,6.851184927493743,Nancy Kerrigan,332815.0,True
Bonner Bolton,Sharna Burgess,Athlete,Texas,United States,29,24,Eliminated Week 8,5,6.0,5.0,5.0,6.0,8.0,5.0,8.0,7.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,7.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,28.0,24.0,32.0,30.0,31.5,31.0,29.0,0.0,0.0,,8,28.4375,227.5,32.0,24.666666666666668,12,0.36363636363636365,0.0,0.0,Bonner Bolton,53549975.0,True
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.5,8.5,8.5,9.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,32.0,29.0,32.0,36.0,38.0,34.5,39.0,36.0,40.0,0.0,,9,35.166666666666664,316.5,40.0,31.0,12,0.2727272727272727,1396.0,7.242082359256962,Simone Biles,38659992.0,True
David Ross,Lindsay Arnold,Athlete,Georgia,United States,40,24,2nd Place,2,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.5,8.5,7.5,7.5,8.0,8.0,8.0,8.0,8.0,8.0,8.5,8.0,9.0,8.5,9.0,8.5,9.0,9.0,9.3333,9.0,,,,,28.0,27.0,31.0,31.0,29.0,31.0,32.0,32.5,35.0,36.3333,,10,31.28333,312.8333,36.3333,28.666666666666668,12,0.09090909090909091,,,,,False
Rashad Jennings,Emma Slater,Athlete,Virginia,United States,32,24,1st Place,1,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,8.5,9.5,8.5,8.5,9.5,9.5,10.5,9.5,9.5,9.0,9.5,9.5,9.5,9.0,10.0,10.0,10.0,9.6666,10.0,10.0,,,,,31.0,32.0,28.0,39.0,32.0,35.0,39.0,37.5,38.5,39.6666,,10,35.16666,351.6666,39.6666,30.333333333333332,12,0.0,239.0,5.480638923341991,Rashad Jennings,20824224.0,True
Chris Kattan,Witney Carson,Comedian,California,United States,46,24,Eliminated Week 2,12,5.0,4.0,4.0,4.0,6.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,19.5,39.0,22.0,19.5,12,1.0,780.0,6.660575149839686,Chris Kattan,577779.0,True
Erika Jayne,Gleb Savchenko,Singer/Rapper,Georgia,United States,45,24,Eliminated Week 5,9,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,28.0,26.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,,5,28.0,140.0,32.0,26.0,12,0.7272727272727273,463.0,6.139884552226255,Erika Jayne,12889576.0,True
Normani,Valentin Chmerkovskiy,Singer/Rapper,Georgia,United States,20,24,3rd Place,3,7.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.5,8.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.6666,9.6666,10.0,,,,,27.0,32.0,34.0,32.0,39.0,36.0,42.0,39.5,38.0,39.333200000000005,,10,35.883320000000005,358.83320000000003,42.0,31.0,12,0.18181818181818182,95.0,4.564348191467836,Normani,38879280.0,True
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,24.0,25.0,26.0,30.0,34.0,30.5,34.0,0.0,0.0,0.0,,7,29.071428571428573,203.5,34.0,25.0,12,0.45454545454545453,0.0,0.0,Nick Viall,53562441.0,True
Sasha Pieterse,Gleb Savchenko,Actor/Actress,,South Africa,21,25,Eliminated Week 5,10,6.0,6.0,6.0,,8.0,7.5,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,22.5,19.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,,5,21.5,107.5,24.0,19.833333333333332,13,0.75,1940.0,7.57095858316901,Sasha Pieterse,2211870.0,True
Frankie Muniz,Witney Carson,Actor/Actress,New Jersey,United States,31,25,3rd Place,3,7.0,6.0,6.0,,8.0,7.5,8.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,9.0,8.5,9.0,,8.5,8.0,9.0,,9.7777,9.3333,9.7777,10.0,,,,,19.0,24.0,21.0,24.0,29.0,31.0,30.0,26.5,25.5,38.8887,,10,26.888869999999997,268.8887,38.8887,21.333333333333332,13,0.16666666666666666,4043.0,8.304989580140361,Frankie Muniz,167144.0,True
Jordan Fisher,Lindsay Arnold,Actor/Actress,Alabama,United States,23,25,1st Place,1,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,7.0,9.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,10.0,9.0,9.0,9.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,10.0,10.0,10.0,10.0,,,,,22.0,24.0,25.0,29.0,30.0,39.0,27.0,30.0,29.0,40.0,,10,29.5,295.0,40.0,23.666666666666668,13,0.0,207.0,5.337538079701318,Jordan Fisher,11426541.0,True
Derek Fisher,Sharna Burgess,Athlete,Arkansas,United States,43,25,Eliminated Week 4,11,6.0,6.0,6.0,,6.5,6.0,6.5,,7.0,7.0,7.0,,7.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,19.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,20.25,81.0,23.0,19.333333333333332,13,0.8333333333333334,2431.0,7.796469243086058,Derek Fisher,1246851.0,True
Nikki Bella,Artem Chigvintsev,Athlete,California,United States,33,25,Eliminated Week 7,8,7.0,7.0,6.0,,6.5,6.5,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,20.0,19.5,21.0,24.0,27.0,36.0,24.0,0.0,0.0,0.0,,7,24.5,171.5,36.0,20.166666666666668,13,0.5833333333333334,1220.0,7.107425474110705,Nikki Bella,50282071.0,True
Terrell Owens,Cheryl Burke,Athlete,Alabama,United States,43,25,Eliminated Week 8,6,5.0,5.0,5.0,,6.5,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,10.0,9.0,8.0,8.0,8.5,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,15.0,19.5,21.0,24.0,25.0,37.0,24.5,25.5,0.0,0.0,,8,23.9375,191.5,37.0,18.5,13,0.4166666666666667,8127.0,9.003070169818264,Terrell Owens,428819.0,True
Victoria Arlen,Valentin Chmerkovskiy,Athlete,New Hamshire,United States,22,25,Eliminated Week 9,5,7.0,6.0,6.0,,7.5,7.0,7.5,,8.0,7.0,7.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,7.0,8.0,9.5,9.5,9.5,,8.0,8.0,8.0,,9.0,9.5,9.5,,0.0,0.0,0.0,0.0,,,,,19.0,22.0,22.0,27.0,27.0,31.0,28.5,24.0,28.0,0.0,,9,25.38888888888889,228.5,31.0,21.0,13,0.3333333333333333,73.0,4.30406509320417,Victoria Arlen,36894272.0,True
Barbara Corcoran,Keo Motsepe,Entrepreneur,New Jersey,United States,68,25,Eliminated Week 2,13,5.0,4.0,5.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,15.5,31.0,17.0,15.5,13,1.0,278.0,5.631211781821365,Barbara Corcoran,26030611.0,True
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,22.0,22.5,27.0,26.0,28.0,40.0,25.5,27.0,28.5,40.0,,10,28.65,286.5,40.0,23.833333333333332,13,0.08333333333333333,,,,,False
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,17.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18.75,37.5,20.5,18.75,13,0.9166666666666666,2076.0,7.638679823876112,Debbie Gibson,155723.0,True
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,19.0,21.0,22.0,22.0,26.0,0.0,0.0,0.0,0.0,,6,21.333333333333332,128.0,26.0,19.333333333333332,13,0.6666666666666666,2706.0,7.903596289614301,Nick Lachey,762775.0,True
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,16.0,20.5,23.0,24.0,25.0,30.0,28.5,23.5,24.0,37.5,,10,25.2,252.0,37.5,19.833333333333332,13,0.25,420.0,6.042632833682381,Drew Scott,50066161.0,True
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,21.0,23.5,23.0,24.0,24.0,36.0,27.0,0.0,0.0,0.0,,7,25.5,178.5,36.0,22.5,13,0.5,1777.0,7.48324441607385,Vanessa Lachey,1888621.0,True
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6.0,7.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,,,,,,,,1,19.0,19.0,19.0,19.0,10,1.0,,,,,False
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,,,,,,,,1,18.0,18.0,18.0,18.0,10,0.8888888888888888,3413.0,8.135639903354386,Johnny Damon,608740.0,True
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6.0,5.0,6.0,,7.5,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.5,0.0,0.0,,,,,,,,2,23.25,46.5,29.5,23.25,10,0.7777777777777778,4556.0,8.424419791263883,Kareem Abdul-Jabbar,16899.0,True
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7.0,6.0,7.0,,8.5,9.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,35.0,0.0,0.0,,,,,,,,2,27.5,55.0,35.0,27.5,10,0.6666666666666666,25.0,3.258096538021482,Arike Ogunbowale,57059914.0,True
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,31.5,29.0,0.0,,,,,,,,3,27.166666666666668,81.5,31.5,27.166666666666668,10,0.5555555555555556,,,,,False
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7.0,7.0,7.0,,8.5,8.5,8.0,8.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,33.0,33.0,0.0,,,,,,,,3,29.0,87.0,33.0,29.0,10,0.4444444444444444,88.0,4.48863636973214,Chris Mazdzer,25625908.0,True
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,37.0,35.0,0.0,,,,,,,,3,31.666666666666668,95.0,37.0,31.666666666666668,10,0.3333333333333333,1618.0,7.389563953677635,Mirai Nagasu,9159762.0,True
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,35.0,28.0,,,,,,,,4,29.75,119.0,35.0,30.333333333333332,10,0.2222222222222222,2276.0,7.7306140660637395,Tonya Harding,48110.0,True
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,31.5,38.0,28.5,,,,,,,,4,30.5,122.0,38.0,31.166666666666668,10,0.1111111111111111,904.0,6.807934943699926,Josh Norman,35269134.0,True
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,37.0,41.0,29.0,,,,,,,,4,32.75,131.0,41.0,34.0,10,0.0,949.0,6.856461984594587,Adam Rippon,12537457.0,True
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,22.0,26.0,30.0,24.0,29.0,30.0,28.0,30.0,0.0,,,8,27.375,219.0,30.0,26.0,13,0.3333333333333333,257.0,5.552959584921617,Juan Pablo Di Pace,2184375.0,True
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,18.0,24.0,27.0,24.0,24.0,29.0,29.5,29.0,30.0,,,9,26.055555555555557,234.5,30.0,23.0,13,0.16666666666666666,2614.0,7.869019376499023,Evanna Lynch,3931304.0,True
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,19.5,20.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,20.666666666666668,62.0,22.0,20.666666666666668,13,0.8333333333333334,517.0,6.249975242259483,Nancy McKeon,806317.0,True
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,18.0,21.5,21.0,21.0,24.0,19.0,27.0,0.0,0.0,,,7,21.642857142857142,151.5,27.0,20.166666666666668,13,0.5833333333333334,,,,,False
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,20.0,26.0,27.0,29.0,27.0,30.0,29.0,27.5,30.0,,,9,27.27777777777778,245.5,30.0,24.333333333333332,13,0.08333333333333333,155.0,5.049856007249537,Milo Manheim,56711002.0,True
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,18.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,18.25,36.5,18.5,18.25,13,0.9166666666666666,24.0,3.2188758248682006,Danelle Umstead,27694146.0,True
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,20.0,23.0,24.0,26.0,25.0,24.0,0.0,0.0,0.0,,,6,23.666666666666668,142.0,26.0,22.333333333333332,13,0.6666666666666666,846.0,6.741700694652055,Mary Lou Retton,74728.0,True
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,23.0,23.5,26.0,22.0,26.0,26.0,26.5,0.0,0.0,,,7,24.714285714285715,173.0,26.5,24.166666666666668,13,0.5,1573.0,7.3613754289773485,DeMarcus Ware,1806555.0,True
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,17.5,17.5,17.5,17.5,13,1.0,340.0,5.831882477283517,Nikki Glaser,36855494.0,True
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,20.0,19.5,23.0,20.0,21.0,22.0,26.5,22.5,27.0,,,9,22.38888888888889,201.5,27.0,20.833333333333332,13,0.0,299.0,5.703782474656201,Bobby Bones,43073155.0,True
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,23.0,26.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,,,4,25.5,102.0,27.0,25.333333333333332,13,0.75,2535.0,7.8383433155571165,Tinashe,25831844.0,True
