celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_judge_total,week2_judge_total,week3_judge_total,week4_judge_total,week5_judge_total,week6_judge_total,week7_judge_total,week8_judge_total,week9_judge_total,week10_judge_total,week11_judge_total,weeks_danced,judge_avg_week_total,season_cast_size,placement_pct,fame_ratio,log_fame_ratio,has_fame
Debbie Gibson,Alan Bersten,Singer/Rapper,New York,United States,47,25,Eliminated Week 2,12,6.0,5.0,6.0,,7.0,6.5,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,17.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,18.75,13,0.9166666666666666,0.1866846603688709,0.17116341931306334,True
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,18.0,19.0,21.0,22.0,22.0,26.0,0.0,0.0,0.0,0.0,,6,21.333333333333332,13,0.6666666666666666,0.1448493027440396,0.13527301502042655,True
Drew Scott,Emma Slater,TV Personality,,Canada,39,25,Eliminated Week 10,4,6.0,5.0,5.0,,7.0,6.5,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,7.0,7.0,9.0,7.0,9.5,9.5,9.5,,8.0,7.5,8.0,,8.0,8.0,8.0,,9.0,9.5,9.5,9.5,,,,,16.0,20.5,23.0,24.0,25.0,30.0,28.5,23.5,24.0,37.5,,10,25.2,13,0.25,0.17768780926675665,0.16355303250564868,True
Vanessa Lachey,Maksim Chmerkoskiy,TV Personality,,Philippines,36,25,Eliminated Week 7,7,7.0,7.0,7.0,,8.0,8.0,7.5,,7.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,21.0,23.5,23.0,24.0,24.0,36.0,27.0,0.0,0.0,0.0,,7,25.5,13,0.5,0.08229066410009625,0.07907978030014298,True
Jamie Anderson,Artem Chigvintsev,Athlete,California,United States,27,26,Eliminated Week 1,10,6.0,7.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,,,,,,,,1,19.0,10,1.0,0.028916929547844375,0.028506724290740616,True
Johnny Damon,Emma Slater,Athlete,Kansas,United States,44,26,Eliminated Week 1,9,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,,,,,,,,1,18.0,10,0.8888888888888888,0.08307280035730236,0.07980218677282873,True
Kareem Abdul-Jabbar,Lindsay Arnold,Athlete,New York,United States,71,26,Eliminated Week 2,8,6.0,5.0,6.0,,7.5,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.5,0.0,0.0,,,,,,,,2,23.25,10,0.7777777777777778,0.04242965609647163,0.04155419624774646,True
Arike Ogunbowale,Gleb Savchenko,Athlete,Wisconsin,United States,21,26,Eliminated Week 2,7,7.0,6.0,7.0,,8.5,9.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,35.0,0.0,0.0,,,,,,,,2,27.5,10,0.6666666666666666,0.1277602523659306,0.12023358825678174,True
Jennie Finch Daigle,Keo Motsepe,Athlete,California,United States,37,26,Eliminated Week 3,6,7.0,7.0,7.0,,7.5,8.5,8.0,7.5,7.0,8.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,31.5,29.0,0.0,,,,,,,,3,27.166666666666668,10,0.5555555555555556,0.0026797677534613666,0.0026761835775998407,True
Chris Mazdzer,Witney Carson,Athlete,Massachusetts,United States,29,26,Eliminated Week 3,5,7.0,7.0,7.0,,8.5,8.5,8.0,8.0,8.0,9.0,7.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,33.0,33.0,0.0,,,,,,,,3,29.0,10,0.4444444444444444,0.01840168243953733,0.01823442030166026,True
Mirai Nagasu,Alan Bersten,Athlete,California,United States,25,26,Eliminated Week 3,4,7.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,37.0,35.0,0.0,,,,,,,,3,31.666666666666668,10,0.3333333333333333,0.02427564604541895,0.02398567598460472,True
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,35.0,28.0,,,,,,,,4,29.75,10,0.2222222222222222,0.9444009397024276,0.6649539294756273,True
Josh Norman,Sharna Burgess,Athlete,South Carolina,United States,30,26,2nd Place,2,8.0,8.0,8.0,,7.5,8.0,8.0,8.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,31.5,38.0,28.5,,,,,,,,4,30.5,10,0.1111111111111111,0.05091558731576596,0.04966177212860765,True
Adam Rippon,Jenna Johnson,Athlete,Pennsylvania,United States,28,26,1st Place,1,8.0,8.0,8.0,,9.0,9.5,9.0,9.5,10.5,10.5,9.5,10.5,9.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,37.0,41.0,29.0,,,,,,,,4,32.75,10,0.0,0.13301787592008413,0.12488475943251255,True
Juan Pablo Di Pace,Cheryl Burke,Actor/Actress,,Argentina,39,27,Eliminated Week 8,5,7.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,,,,,22.0,26.0,30.0,24.0,29.0,30.0,28.0,30.0,0.0,,,8,27.375,13,0.3333333333333333,0.023156089193825044,0.022892055187478427,True
Evanna Lynch,Keo Motsepe,Actor/Actress,,Ireland,27,27,3rd Place,3,7.0,5.0,6.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.0,9.5,10.0,,10.0,9.5,9.5,,10.0,10.0,10.0,,,,,,,,,,18.0,24.0,27.0,24.0,24.0,29.0,29.5,29.0,30.0,,,9,26.055555555555557,13,0.16666666666666666,0.09262435677530018,0.08858246922167097,True
Nancy McKeon,Valentin Chmerkovskiy,Actor/Actress,New York,United States,52,27,Eliminated Week 3,11,6.5,6.5,6.5,,7.0,6.5,7.0,,8.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,19.5,20.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,20.666666666666668,13,0.8333333333333334,0.11149228130360204,0.1057035100017823,True
John Schneider,Emma Slater,Actor/Actress,New York,United States,58,27,Eliminated Week 7,8,7.0,5.0,6.0,,7.5,6.5,7.5,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,18.0,21.5,21.0,21.0,24.0,19.0,27.0,0.0,0.0,,,7,21.642857142857142,13,0.5833333333333334,0.07375643224699828,0.07116318474960615,True
Milo Manheim,Witney Carson,Actor/Actress,California,United States,17,27,2nd Place,2,7.0,6.0,7.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,9.0,8.0,10.0,,10.0,10.0,10.0,,10.0,9.0,10.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,,,,20.0,26.0,27.0,29.0,27.0,30.0,29.0,27.5,30.0,,,9,27.27777777777778,13,0.08333333333333333,0.07890222984562607,0.07594407034994814,True
Danelle Umstead,Artem Chigvintsev,Athlete,New Mexico,United States,46,27,Eliminated Week 2,12,6.0,6.0,6.0,,6.5,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,18.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,18.25,13,0.9166666666666666,0.0137221269296741,0.01362883105560582,True
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,20.0,23.0,24.0,26.0,25.0,24.0,0.0,0.0,0.0,,,6,23.666666666666668,13,0.6666666666666666,0.04373927958833619,0.04280972607708949,True
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,,8.0,7.5,8.0,,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,23.0,23.5,26.0,22.0,26.0,26.0,26.5,0.0,0.0,,,7,24.714285714285715,13,0.5,0.03087478559176672,0.0304077481847152,True
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,17.5,13,1.0,0.13036020583190394,0.12253634815201483,True
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,,7.0,6.0,6.5,,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,9.0,8.5,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,,,,,,,,,20.0,19.5,23.0,20.0,21.0,22.0,26.5,22.5,27.0,,,9,22.38888888888889,13,0.0,0.17495711835334476,0.16123165191173291,True
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,23.0,26.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,,,4,25.5,13,0.75,0.21440823327615782,0.1942569073432274,True
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,,8.0,8.5,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,10.0,9.0,10.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,9.5,9.5,10.0,,9.5,9.5,9.5,,,,,,,,,,22.0,24.5,26.0,25.0,29.0,27.0,27.5,29.0,28.5,,,9,26.5,13,0.25,0.24699828473413377,0.22073929118302696,True
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,,5.5,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,6.0,5.0,6.0,,8.0,7.0,7.0,,8.0,7.5,8.0,,8.0,7.5,7.5,,0.0,0.0,0.0,,,,,,,,,,14.0,17.5,18.0,15.0,17.0,22.0,23.5,23.0,0.0,,,8,18.75,13,0.4166666666666667,0.05574614065180102,0.05424775927401582,True
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,21.0,24.0,26.0,24.0,27.0,24.0,25.9998,0.0,0.0,0.0,8,23.374975,12,0.5454545454545454,0.0989159891598916,0.09432422951494042,True
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,7.0,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,8.5,9.5,9.0,8.5,8.5,8.5,,0.0,0.0,0.0,,21.0,20.0,23.0,28.0,26.0,27.0,27.0,31.9998,36.0,25.5,0.0,10,26.549979999999998,12,0.36363636363636365,0.11382113821138212,0.10779657045570742,True
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,9.0,8.0,9.0,,9.0,8.0,9.0,,8.5,8.5,8.5,,9.6666,9.6666,10.6666,,9.0,9.0,9.5,9.5,9.5,9.5,9.5,,10.0,9.5,10.0,,16.0,20.0,20.0,32.0,26.0,26.0,25.5,29.9998,37.0,28.5,29.5,11,26.409072727272726,12,0.09090909090909091,0.05465221318879856,0.0532110568344155,True
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15.0,12,0.9090909090909091,0.21511627906976744,0.19483977515135795,True
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,12.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.75,12,0.8181818181818182,0.1910569105691057,0.1748410730847045,True
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,18.0,23.0,31.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,6,23.5,12,0.7272727272727273,0.0,0.0,True
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,16.0,15.0,21.0,19.0,21.0,21.0,20.0,25.0,0.0,0.0,9,18.88888888888889,12,0.45454545454545453,0.25,0.22314355131420976,True
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,16.0,12,1.0,0.11175710594315245,0.10594174206186699,True
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,19.0,19.0,20.0,32.0,23.0,26.0,27.0,24.0,35.0,27.0,28.5,11,25.5,12,0.2727272727272727,0.1052393857271906,0.10006195017408948,True
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,16.0,20.0,24.0,32.0,27.0,25.0,27.0,30.0,40.0,29.5,30.0,11,27.318181818181817,12,0.18181818181818182,0.13685636856368563,0.12826688186673368,True
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,19.0,16.0,28.0,21.0,25.0,24.5,0.0,0.0,0.0,0.0,7,21.5,12,0.6363636363636364,0.11382113821138212,0.10779657045570742,True
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,20.0,24.0,21.0,32.0,25.0,24.0,26.0,30.9998,35.5,27.0,29.0,11,26.77270909090909,12,0.0,0.505420054200542,0.4090719650391575,True
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,18.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18.0,15,0.8571428571428571,0.14144736842105263,0.1322970785406375,True
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,20.0,20.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5,19.6,15,0.7857142857142857,0.11842105263157895,0.11191791620398538,True
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,18.0,22.0,22.0,19.0,24.0,26.0,27.0,0.0,0.0,0.0,8,21.375,15,0.5,0.5476973684210527,0.4367682576192126,True
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,0.0,0.0,0.0,,21.0,15.0,18.0,28.0,24.0,18.0,27.0,26.9998,28.9998,28.5,0.0,10,23.54996,15,0.2857142857142857,0.21546052631578946,0.19512303898203476,True
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,21.0,21.0,19.0,24.0,24.0,27.0,26.0,28.9998,25.9998,29.0,30.0,11,25.090872727272725,15,0.21428571428571427,0.024671052631578948,0.02437163682128614,True
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.5,15,1.0,0.02138157894736842,0.02115619996731176,True
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,17.0,18.0,22.0,22.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,6,20.166666666666668,15,0.7142857142857143,0.0,0.0,True
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,18.0,18.0,24.0,24.0,29.0,22.0,27.0,30.0,30.0,28.5,0.0,10,25.05,15,0.35714285714285715,0.027960526315789474,0.027576767770234493,True
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,20.0,21.0,24.0,24.0,26.0,26.0,30.0,30.0,28.9998,30.0,30.0,11,26.363618181818183,15,0.07142857142857142,0.03453947368421052,0.033956374734273514,True
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,18.0,19.0,21.0,24.0,24.0,27.0,26.0,27.0,24.9998,0.0,0.0,9,23.444422222222222,15,0.42857142857142855,0.02138157894736842,0.02115619996731176,True
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,16.0,18.0,18.0,21.0,24.0,24.0,27.0,24.0,24.0,28.0,28.5,11,22.954545454545453,15,0.14285714285714285,1.2351973684210529,0.8043295321849768,True
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,20.0,22.0,23.0,25.0,27.0,27.0,24.0,28.0,30.0,30.0,30.0,11,26.0,15,0.0,0.0625,0.06062462181643484,True
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13.0,15,0.9285714285714286,0.5888157894736843,0.46298895224635106,True
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,19.0,16.0,21.0,24.0,26.0,27.0,22.0,0.0,0.0,0.0,0.0,7,22.142857142857142,15,0.6428571428571429,0.008223684210526315,0.008190053970044391,True
